nome_fantasia,slug,inicio_atividades,porte_empresa,nome_cidade,sigla_uf,populacao_cidade,latitude_cidade,longitude_cidade,dist_1,dist_2,dist_3,dist_4
HORIZONT COSMETICOS PROFISSIONAIS,horizont-cosmeticos-profissionais,21/07/2010,1,Paulo Afonso,BA,119213,-9.3983,-38.2216,367KM,329KM,399KM,670KM
HORTIFRUTI VAL RA,hortifruti-val-ra,01/03/2010,1,Jaguaquara,BA,54913,-13.5248,-39.964,200KM,177KM,170KM,176KM
HORTO FASHION,horto-fashion,04/04/2003,3,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HORA CONSTRUCOES,hora-construcoes,02/09/2009,3,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HORTO BOM JESUS,horto-bom-jesus,14/04/1998,1,Bom Jesus da Lapa,BA,70151,-13.2506,-43.4108,555KM,495KM,533KM,329KM
HORTO RECANTO DO VERDE,horto-recanto-do-verde,28/05/1996,1,Simões Filho,BA,137117,-12.7866,-38.4029,13KM,84KM,23KM,349KM
HORTO SANTA MARIA COMERCIO E TRANSPORTES,horto-santa-maria-comercio-e-transportes,11/11/2003,1,Entre Rios,BA,42014,-11.9392,-38.0871,88KM,102KM,123KM,440KM
HORTIFRUTIGRANJEIROS SANTA BARBARA,hortifrutigranjeiros-santa-barbara,29/10/1997,1,São Gonçalo dos Campos,BA,38315,-12.4331,-38.9663,75KM,19KM,78KM,337KM
HORUS CONCEPT,horus-concept,08/10/2008,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
HORTO LC,horto-lc,12/11/2003,1,Jaguaquara,BA,54913,-13.5248,-39.964,200KM,177KM,170KM,176KM
HOSPEDARIA TAYRONA LTDA ME,hospedaria-tayrona-ltda-me,04/05/2004,1,Lençóis,BA,11586,-12.5616,-41.3928,333KM,266KM,317KM,262KM
HOSPITAL ANA NERY,hospital-ana-nery,13/04/1998,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HOSPITAL DA MULHER,hospital-da-mulher,31/03/1978,3,Juazeiro,BA,219544,-9.41622,-40.5033,435KM,358KM,451KM,607KM
HOSPITAL DE TEIXEIRA DE FREITAS,hospital-de-teixeira-de-freitas,27/07/1990,5,Teixeira de Freitas,BA,164290,-17.5399,-39.74,560KM,592KM,525KM,321KM
HOSPITAL GERAL DE CAMACARI,hospital-geral-de-camacari,27/07/1990,5,Camaçari,BA,309208,-12.6996,-38.3263,0KM,85KM,36KM,362KM
HOSPITAL GERAL DE IBOTIRAMA,hospital-geral-de-ibotirama,18/07/1996,5,Ibotirama,BA,27076,-12.1779,-43.2167,534KM,462KM,519KM,393KM
HOSPITAL ALIANCA,hospital-alianca,20/01/1982,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HOSPITAL GERAL SAO PAULO,hospital-geral-sao-paulo,13/09/1990,3,Irecê,BA,74050,-11.3033,-41.8535,413KM,331KM,408KM,410KM
HOSPITAL MUNICIPAL GETULIO REGINALDO CUNHA,hospital-municipal-getulio-reginaldo-cunha,07/06/1994,5,Gentio do Ouro,BA,11284,-11.4342,-42.5077,475KM,396KM,467KM,421KM
HOSPITAL DISTRITAL DE JAGUAQUARA,hospital-distrital-de-jaguaquara,27/07/1990,5,Jaguaquara,BA,54913,-13.5248,-39.964,200KM,177KM,170KM,176KM
HORUS MANUTENCAO PREDIAL,horus-manutencao-predial,19/05/2010,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HOSPITAL MUNICIPAL RIACHAO DAS NEVES,hospital-municipal-riachao-das-neves,23/10/1998,5,Riachão das Neves,BA,22330,-11.7508,-44.9143,722KM,649KM,708KM,558KM
HOSPITAL MUNICIPAL DE UBATA,hospital-municipal-de-ubata,31/03/1989,5,Ubatã,BA,27481,-14.2063,-39.5207,212KM,224KM,176KM,160KM
HOSPITAL PROFESSOR CARVALHO LUZ,hospital-professor-carvalho-luz,05/05/1997,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HOSPITAL PORTUGUES - AMBULATORIO,hospital-portugues-ambulatorio,28/07/1995,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HOSPITAL PSIQUIATRICO IRMA SCHEILLA,hospital-psiquiatrico-irma-scheilla,02/06/1989,5,Teixeira de Freitas,BA,164290,-17.5399,-39.74,560KM,592KM,525KM,321KM
HOSPITAL PORTUGUES,hospital-portugues,25/01/1967,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HOSPITAL SUSY ZANFRETA,hospital-susy-zanfreta,06/04/1984,5,Barra da Estiva,BA,20198,-13.6237,-41.3347,342KM,298KM,315KM,147KM
HOSPITAL REGIONAL DE EUNAPOLIS,hospital-regional-de-eunapolis,27/07/1990,5,Eunápolis,BA,115360,-16.3715,-39.5821,430KM,461KM,396KM,216KM
HOSPITAL SANTA CLARA,hospital-santa-clara,27/01/1983,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HOSTEL PATIO BAR MAIS QUE NADA,hostel-patio-bar-mais-que-nada,16/05/2006,1,Itacaré,BA,29051,-14.2784,-38.9959,190KM,224KM,155KM,209KM
HOSTEL LA VENTANA BARRA ONDINA,hostel-la-ventana-barra-ondina,27/06/2011,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HOSPITAL SAO FRANCISCO,hospital-sao-francisco,29/08/1967,5,Campo Formoso,BA,71754,-10.5105,-40.32,326KM,244KM,337KM,487KM
HOSPITAL OFTALMO,hospital-oftalmo,16/02/2004,3,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
HOT BAHIA,hot-bahia,31/01/1990,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HOTEL ACLAMACAO,hotel-aclamacao,12/06/2008,1,Cachoeira,BA,33659,-12.5994,-38.9587,69KM,37KM,65KM,323KM
HOTEL ASA SUL,hotel-asa-sul,31/08/2010,1,Irecê,BA,74050,-11.3033,-41.8535,413KM,331KM,408KM,410KM
HOTEL CABECA BRANCA,hotel-cabeca-branca,11/10/2000,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HOTEL CENTRAL,hotel-central,05/07/2006,1,Eunápolis,BA,115360,-16.3715,-39.5821,430KM,461KM,396KM,216KM
HOTEL AQUARIUS,hotel-aquarius,14/09/2009,1,Alagoinhas,BA,153023,-12.1335,-38.4208,64KM,61KM,94KM,400KM
HOTEL CAROLMILLA,hotel-carolmilla,11/12/1998,1,Valença,BA,97873,-13.3669,-39.073,110KM,123KM,76KM,253KM
HOTEL CRISTAL,hotel-cristal,30/06/1999,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HOTEL E CHURRASCARIA VISAO,hotel-e-churrascaria-visao,03/11/2008,1,Jaguaquara,BA,54913,-13.5248,-39.964,200KM,177KM,170KM,176KM
HOTEL E RESTAURANTE A KASCATA,hotel-e-restaurante-a-kascata,25/02/2005,1,Palmeiras,BA,9123,-12.5059,-41.5809,354KM,285KM,338KM,274KM
HOTEL E RESTAURANTE ECO ATLANTICO,hotel-e-restaurante-eco-atlantico,02/12/2009,1,Mata de São João,BA,47643,-12.5307,-38.3009,19KM,78KM,54KM,377KM
HOTEL E RESTAURANTE POR DO SOL,hotel-e-restaurante-por-do-sol,26/04/2012,1,Jacobina,BA,80749,-11.1812,-40.5117,291KM,207KM,295KM,411KM
HOTEL DO DESCOBRIMENTO,hotel-do-descobrimento,13/08/1991,1,Porto Seguro,BA,152529,-16.4435,-39.0643,424KM,465KM,391KM,260KM
HOTEL ELDORADO,hotel-eldorado,20/04/1989,1,Caculé,BA,23407,-14.5003,-42.2229,468KM,432KM,438KM,154KM
HOTEL FAZENDA AMORAS,hotel-fazenda-amoras,14/07/2009,1,Conceição do Almeida,BA,17087,-12.7836,-39.1715,92KM,62KM,76KM,293KM
HOTEL E POUSADA SANTO ANTONIO,hotel-e-pousada-santo-antonio,11/04/2001,1,Apuarema,BA,7274,-13.8542,-39.7501,201KM,196KM,167KM,162KM
HOTEL EXTASY,hotel-extasy,04/07/1990,3,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HOTEL ITAPUA TROPICAL,hotel-itapua-tropical,20/05/2005,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HOTEL IMPERIO,hotel-imperio,18/07/2002,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
HOTEL JACARANDA,hotel-jacaranda,29/11/2006,1,Teixeira de Freitas,BA,164290,-17.5399,-39.74,560KM,592KM,525KM,321KM
HOTEL ENCANTO II,hotel-encanto-ii,20/10/1995,1,Jequié,BA,156277,-13.8509,-40.0877,230KM,214KM,198KM,139KM
HOTEL MANDALA,hotel-mandala,25/01/2007,1,Simões Filho,BA,137117,-12.7866,-38.4029,13KM,84KM,23KM,349KM
HOTEL GRANDE VALE,hotel-grande-vale,21/11/2000,1,Laje,BA,24214,-13.1673,-39.4213,130KM,112KM,102KM,243KM
HOTEL MERIDIONAL,hotel-meridional,25/10/2007,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HOTEL MIAMI,hotel-miami,16/10/2001,3,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HOTEL MATOS,hotel-matos,20/04/2011,1,Santa Maria da Vitória,BA,39707,-13.3859,-44.2011,642KM,582KM,619KM,396KM
HOTEL MINAS,hotel-minas,26/06/1998,1,Itamaraju,BA,64423,-17.0378,-39.5386,500KM,534KM,466KM,280KM
HOTEL NOSSA SENHORA APARECIDA,hotel-nossa-senhora-aparecida,15/06/2012,1,Caetité,BA,51184,-14.0684,-42.4861,476KM,432KM,449KM,197KM
HOTEL LUAR DE ITAPOAN,hotel-luar-de-itapoan,31/10/2006,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HOTEL POINT DA MISSAO,hotel-point-da-missao,26/04/2011,1,Jacobina,BA,80749,-11.1812,-40.5117,291KM,207KM,295KM,411KM
HOTEL PORTAL DAS AGUAS,hotel-portal-das-aguas,29/07/2010,1,Barra,BA,54225,-11.0859,-43.1459,553KM,473KM,545KM,487KM
HOTEL PORTAL DE LENCOIS,hotel-portal-de-lencois,08/04/1994,5,Lençóis,BA,11586,-12.5616,-41.3928,333KM,266KM,317KM,262KM
HOTEL PORTALO,hotel-portalo,03/03/2000,3,Cairu,BA,18666,-13.4904,-39.0465,118KM,136KM,83KM,246KM
HOTEL NOSSA SENHORA DA CONCEICAO,hotel-nossa-senhora-da-conceicao,22/10/2004,1,Conceição da Feira,BA,22933,-12.5078,-38.9978,76KM,27KM,75KM,328KM
HOTEL PARADISE,hotel-paradise,28/10/1999,5,Porto Seguro,BA,152529,-16.4435,-39.0643,424KM,465KM,391KM,260KM
HOTEL POUSADA CANTO DAS AGUAS,hotel-pousada-canto-das-aguas,17/04/1995,3,Lençóis,BA,11586,-12.5616,-41.3928,333KM,266KM,317KM,262KM
HOTEL RECANTO DO SOL,hotel-recanto-do-sol,29/11/2005,1,Porto Seguro,BA,152529,-16.4435,-39.0643,424KM,465KM,391KM,260KM
HOTEL POUSADA VILLAGE ARRAIAL,hotel-pousada-village-arraial,01/10/1991,1,Porto Seguro,BA,152529,-16.4435,-39.0643,424KM,465KM,391KM,260KM
HOTEL SHALAKO,hotel-shalako,27/06/1985,3,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
HOTEL UBERLANDIA,hotel-uberlandia,08/05/1987,5,Camaçari,BA,309208,-12.6996,-38.3263,0KM,85KM,36KM,362KM
HOTEL RIO DAS PEDRAS,hotel-rio-das-pedras,23/05/1989,1,Campo Formoso,BA,71754,-10.5105,-40.32,326KM,244KM,337KM,487KM
HOTEL VOLOSO,hotel-voloso,26/01/2009,1,Capim Grosso,BA,31055,-11.3797,-40.0089,234KM,150KM,241KM,397KM
HOTEL VILAMAR,hotel-vilamar,10/05/1999,3,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HOTEL STYLLO,hotel-styllo,23/11/2005,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HOTEL VAI VAI,hotel-vai-vai,22/05/2007,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HOTEL ZANIN,hotel-zanin,26/02/2010,5,Porto Seguro,BA,152529,-16.4435,-39.0643,424KM,465KM,391KM,260KM
HSGR-ADV.ASS,hsgr-advass,24/04/2009,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HS SERVICOS GERAIS,hs-servicos-gerais,08/12/2005,1,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,812KM,741KM,795KM,614KM
HUMANA,humana,16/01/1979,3,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HUMANO - LABORATORIO DE ANALISES CLINICAS,humano-laboratorio-de-analises-clinicas,14/02/2003,1,Campo Formoso,BA,71754,-10.5105,-40.32,326KM,244KM,337KM,487KM
HYDROSERV,hydroserv,14/04/2009,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HP INFORMATICA,hp-informatica,14/08/2003,1,Paramirim,BA,21777,-13.4388,-42.2395,432KM,379KM,408KM,218KM
I B M S,i-b-m-s,14/06/2007,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
I G H,i-g-h,06/04/1978,3,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
I G O,i-g-o,14/09/1994,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
I B B V,i-b-b-v,15/02/2005,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
I M TECNOLOGIA,i-m-tecnologia,26/05/2008,1,Jequié,BA,156277,-13.8509,-40.0877,230KM,214KM,198KM,139KM
I D E P H,i-d-e-p-h,28/09/2005,5,Jequié,BA,156277,-13.8509,-40.0877,230KM,214KM,198KM,139KM
I-TRONICS TECNOLOGIA,i-tronics-tecnologia,31/08/2010,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
I-MERCADO RIBEIRO,i-mercado-ribeiro,19/03/1998,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
I.C.B.I.E - EUROPA,icbie-europa,12/05/2005,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
I.B.L.,ibl,10/12/2003,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
HS-BIO,hs-bio,09/03/2012,1,Uruçuca,BA,20312,-14.5963,-39.2851,235KM,261KM,200KM,170KM
I.D.B.A,idba,13/06/2007,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
I.N.BOX,inbox,01/09/2010,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
I. MONTEIRO AUTO PECAS,i-monteiro-auto-pecas,15/03/2005,1,Valença,BA,97873,-13.3669,-39.073,110KM,123KM,76KM,253KM
IAG- SAUDE E EDUCACAO,iag-saude-e-educacao,29/06/1998,5,Caldeirão Grande,BA,13452,-11.0208,-40.2956,284KM,200KM,291KM,431KM
IACLIJE,iaclije,12/08/1987,3,Jequié,BA,156277,-13.8509,-40.0877,230KM,214KM,198KM,139KM
IBA,iba,29/11/2011,5,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
IASMIM MODAS,iasmim-modas,10/04/2008,1,Várzea do Poço,BA,9247,-11.5273,-40.3149,252KM,168KM,254KM,375KM
IBAS,ibas,23/08/1990,5,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
I&P MARCENARIA,ip-marcenaria,14/12/1998,1,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
IBAVE BIODIESEL,ibave-biodiesel,08/06/2005,1,Valença,BA,97873,-13.3669,-39.073,110KM,123KM,76KM,253KM
I.N.P.,inp,18/09/2003,1,Jacobina,BA,80749,-11.1812,-40.5117,291KM,207KM,295KM,411KM
IBANJ,ibanj,14/06/1995,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
IBDS,ibds,06/03/1997,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
IBAC,ibac,02/06/2008,1,Camaçari,BA,309208,-12.6996,-38.3263,0KM,85KM,36KM,362KM
IBIRAPITANGA SOLUCOES,ibirapitanga-solucoes,11/04/2005,1,Andaraí,BA,13122,-12.8049,-41.3297,326KM,264KM,307KM,235KM
IBIZA POUSADA E RESTAURANTE,ibiza-pousada-e-restaurante,18/04/1994,1,Cairu,BA,18666,-13.4904,-39.0465,118KM,136KM,83KM,246KM
IBIRATAIA PREFEITURA GABINETE DO PREFEITO,ibirataia-prefeitura-gabinete-do-prefeito,26/12/1974,5,Ibirataia,BA,14476,-14.0643,-39.6459,209KM,213KM,174KM,156KM
IBNELF,ibnelf,09/07/2010,5,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
IBIPITANGA TECIDOS,ibipitanga-tecidos,10/10/2001,1,Ibipitanga,BA,14989,-12.8804,-42.4856,452KM,388KM,432KM,282KM
IBRAPSE,ibrapse,11/12/2009,5,Camaçari,BA,309208,-12.6996,-38.3263,0KM,85KM,36KM,362KM
IBO CONSTRUCOES,ibo-construcoes,02/02/2005,1,Abaré,BA,20594,-8.72073,-39.1162,451KM,395KM,477KM,708KM
IBMI,ibmi,14/09/1996,5,Teofilândia,BA,22590,-11.4827,-38.9913,153KM,87KM,174KM,425KM
IBRE,ibre,01/08/2003,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
IBMB,ibmb,17/10/2000,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
IBU,ibu,19/11/2008,5,Valença,BA,97873,-13.3669,-39.073,110KM,123KM,76KM,253KM
ICCPGI,iccpgi,10/09/2009,5,São Gonçalo dos Campos,BA,38315,-12.4331,-38.9663,75KM,19KM,78KM,337KM
IBRAH,ibrah,17/07/1980,3,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ICI BRASIL MAQUINAS,ici-brasil-maquinas,29/09/1998,1,Camaçari,BA,309208,-12.6996,-38.3263,0KM,85KM,36KM,362KM
ICF SOLUCOES PROMOCIONAIS,icf-solucoes-promocionais,02/10/2009,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ICM,icm,15/09/2009,5,Brejões,BA,14155,-13.1039,-39.7988,166KM,130KM,141KM,225KM
ICO - INSTITUTO DE FOMENTO A CAPRINOVINOCULTURA,ico-instituto-de-fomento-a-caprinovinocultura,25/10/2004,5,Juazeiro,BA,219544,-9.41622,-40.5033,435KM,358KM,451KM,607KM
ICEP,icep,14/11/1973,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
ICEBERG AR CONDICIONADO,iceberg-ar-condicionado,09/06/2008,1,Candeias,BA,87820,-12.6716,-38.5472,24KM,64KM,34KM,347KM
ICM,icm,29/04/2002,5,Ilhéus,BA,157639,-14.793,-39.046,246KM,281KM,211KM,193KM
ICONE BRAZIL,icone-brazil,09/05/2011,3,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ICONE GRAFICA,icone-grafica,09/10/2001,1,Candeias,BA,87820,-12.6716,-38.5472,24KM,64KM,34KM,347KM
ICTEBA AUDITORES ASSOCIADOS,icteba-auditores-associados,12/05/1993,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ICON- INSTITUTO CONQUISTENSE DE ONCOLOGIA,icon-instituto-conquistense-de-oncologia,20/06/2011,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
ICONE GESTAO EM CONDOMINIOS,icone-gestao-em-condominios,23/02/2010,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
ICON - INSTITUTO CONQUISTENSE DE ONCOLOGIA,icon-instituto-conquistense-de-oncologia,31/03/1999,5,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
IDA CALCADOS,ida-calcados,29/05/2008,1,Barra do Choça,BA,30831,-14.8654,-40.5791,343KM,338KM,308KM,28KM
IDADE MIDIA PROJETOS GRAFICOS,idade-midia-projetos-graficos,19/07/2006,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
IDALINO PEREIRA TRANSPORTES,idalino-pereira-transportes,21/05/2012,1,Barreiras,BA,158432,-12.1439,-44.9968,726KM,655KM,710KM,539KM
IDEAL,ideal,23/02/2007,1,Vitória da Conquista,BA,343643,-14.8615,-40.8442,364KM,353KM,330KM,0KM
ID - EMPREENDIMENTOS COMERCIO VAREJISTA E ATACADO,id-empreendimentos-comercio-varejista-e-atacado,18/04/2006,1,Banzaê,BA,13251,-10.5788,-38.6212,238KM,191KM,266KM,533KM
IDEAL AUTOMOVEIS,ideal-automoveis,20/08/2009,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
ID DA MODA,id-da-moda,12/05/2014,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
IDEAL CONSTRUCOES E SERVICOS,ideal-construcoes-e-servicos,07/04/1998,1,Bom Jesus da Lapa,BA,70151,-13.2506,-43.4108,555KM,495KM,533KM,329KM
IDEAL MADEIRAS,ideal-madeiras,07/04/1998,1,Teixeira de Freitas,BA,164290,-17.5399,-39.74,560KM,592KM,525KM,321KM
IDEIA BRINDES,ideia-brindes,10/11/2011,1,Jequié,BA,156277,-13.8509,-40.0877,230KM,214KM,198KM,139KM
IDEIA 3 COMUNICACAO,ideia-3-comunicacao,13/04/1987,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
IDEAL MOVEIS,ideal-moveis,08/07/2011,1,Santo Antônio de Jesus,BA,103204,-12.9614,-39.2584,105KM,84KM,82KM,271KM
IDEIA IMPRESSA STUDIO SERIGRAFICO,ideia-impressa-studio-serigrafico,08/11/1991,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
IDOFRIO,idofrio,17/04/1996,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
IEAD - DIAS D'AVILA,iead-dias-davila,18/01/1999,5,Dias d'Ávila,BA,83705,-12.6187,-38.2926,10KM,83KM,45KM,371KM
IEADI,ieadi,11/04/1972,5,Itabuna,BA,214123,-14.7876,-39.2781,254KM,282KM,219KM,169KM
IEADJ,ieadj,28/02/2005,5,Jussari,BA,5706,-15.192,-39.491,305KM,330KM,269KM,150KM
IDVENDAS,idvendas,13/06/2005,1,Luís Eduardo Magalhães,BA,92671,-12.0956,-45.7866,812KM,741KM,795KM,614KM
IEADS,ieads,10/10/2003,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
IDEAL TECH,ideal-tech,04/10/2010,3,Ilhéus,BA,157639,-14.793,-39.046,246KM,281KM,211KM,193KM
IDENTLAB,identlab,02/03/2001,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
IEDA MODAS,ieda-modas,18/10/1990,1,São Felipe,BA,21083,-12.8394,-39.0893,84KM,65KM,65KM,293KM
IECS,iecs,23/10/2008,5,Conceição do Coité,BA,67394,-11.56,-39.2808,164KM,86KM,178KM,404KM
IEMANJA TRANSPORTES E SERVIOS LTDA-ME,iemanja-transportes-e-servios-ltda-me,07/06/2005,1,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
IFCO SYSTEMS SERVICOS DE EMBALAGEM LTDA,ifco-systems-servicos-de-embalagem-ltda,01/10/2008,5,Simões Filho,BA,137117,-12.7866,-38.4029,13KM,84KM,23KM,349KM
IGATERRA,igaterra,20/06/1988,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
IGACENTER SUPERMERCADO,igacenter-supermercado,11/07/1990,1,Bom Jesus da Lapa,BA,70151,-13.2506,-43.4108,555KM,495KM,533KM,329KM
IEDA NOIVAS & FANTASIAS,ieda-noivas-fantasias,10/02/2010,1,Ilhéus,BA,157639,-14.793,-39.046,246KM,281KM,211KM,193KM
IGLU ICE CREAM,iglu-ice-cream,09/10/1995,1,Pojuca,BA,40401,-12.4303,-38.3374,30KM,71KM,63KM,382KM
IGEAJA PRESBITERIANA,igeaja-presbiteriana,05/09/1995,5,Sítio do Mato,BA,13104,-13.0801,-43.4689,559KM,498KM,538KM,345KM
IEP INSTITUTO EDUCARE DE PRADO,iep-instituto-educare-de-prado,22/08/2011,1,Prado,BA,28214,-17.3364,-39.2227,525KM,564KM,492KM,326KM
IGO COMERCIAL DE GAS,igo-comercial-de-gas,05/08/2005,3,Itambé,BA,22474,-15.2429,-40.63,377KM,377KM,342KM,48KM
IGOR CONFECCOES EM GERAL,igor-confeccoes-em-geral,20/10/2005,1,Ilhéus,BA,157639,-14.793,-39.046,246KM,281KM,211KM,193KM
IGOR EMBALAGENS PERSONALIZADAS,igor-embalagens-personalizadas,01/09/2000,1,Santa Maria da Vitória,BA,39707,-13.3859,-44.2011,642KM,582KM,619KM,396KM
IGATU ESCALADA TREKKING,igatu-escalada-trekking,30/09/2010,1,Andaraí,BA,13122,-12.8049,-41.3297,326KM,264KM,307KM,235KM
IGOR IMPORT,igor-import,24/04/2008,1,Feira de Santana,BA,624107,-12.2664,-38.9663,84KM,0KM,93KM,352KM
IGREJA,igreja,05/09/1996,5,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
IGREJA ALIANCA COM DEUS VIVO,igreja-alianca-com-deus-vivo,09/05/2014,5,Barra do Rocha,BA,5515,-14.2,-39.5991,217KM,226KM,181KM,153KM
IGREJA ASSEMBLEIA DE DEUS,igreja-assembleia-de-deus,19/11/1993,5,Mucuri,BA,42729,-18.0754,-39.5565,612KM,649KM,579KM,383KM
IGREJA ASSEMBLEIA DE DEUS MARCAS DE CRISTO,igreja-assembleia-de-deus-marcas-de-cristo,21/02/2008,5,Itapetinga,BA,77408,-15.2475,-40.2482,352KM,360KM,316KM,77KM
IGREJA,igreja,21/08/2000,5,Campo Formoso,BA,71754,-10.5105,-40.32,326KM,244KM,337KM,487KM
IGREJA BATISTA,igreja-batista,02/01/2002,5,Salvador,BA,2900319,-12.9718,-38.5011,36KM,93KM,0KM,328KM
IGREJA BATISTA,igreja-batista,06/10/1998,5,Itabuna,BA,214123,-14.7876,-39.2781,254KM,282KM,219KM,169KM
IGREJA BATISTA ADONAI EM VIDA NOVA,igreja-batista-adonai-em-vida-nova,11/12/2006,5,Lauro de Freitas,BA,204669,-12.8978,-38.321,22KM,99KM,21KM,348KM
IGREJA ASSEMBLEIA DE DEUS,igreja-assembleia-de-deus,18/02/1988,5,Carinhanha,BA,29118,-14.2985,-43.7724,617KM,569KM,590KM,321KM
IGREJA BATISTA BELEM,igreja-batista-belem,20/07/2005,5,Itabuna,BA,214123,-14.7876,-39.2781,254KM,282KM,219KM,169KM
